2023-03-20 12:52:23.766 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:24.338 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:24.638 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:24.993 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:25.296 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:25.624 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:26.002 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:26.383 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:26.784 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:27.090 | INFO     | __main__:<module>:92 - bad bin
2023-03-20 12:52:27.470 | INFO     | __main__:<module>:92 - bad bin
